product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,qty_benchmark_median,profit_per_unit_benchmark_median,popularity_index,margin_index,quadrant,recommended_action,profit_contribution_pct,qty_share_pct,revenue_share_pct
TOFFEENUT FRAP LARGE,BEVERAGES,SMALL,TABLE,8.0,2567.56,657.68,1909.88,2,238.74,74.39,400.5,156.68,0.02,1.52,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MATCHA CUP,FOOD,CREAM,TAKE AWAY,14.0,2942.94,1060.87,1882.07,1,134.43,63.95,400.5,156.68,0.03,0.86,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED LEMON TEA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,8.0,2080.49,231.49,1849.0,2,231.12,88.87,400.5,156.68,0.02,1.48,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD TOFFEE NUT SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,195.0,4159.19,2334.44,1824.75,21,9.36,43.87,400.5,156.68,0.49,0.06,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
LOTUS YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,7.0,3201.8,1439.11,1762.69,4,251.81,55.05,400.5,156.68,0.02,1.61,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,81.0,3171.94,1427.97,1743.97,21,21.53,54.98,400.5,156.68,0.2,0.14,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MAK BAR WHITE ALMOND,FOOD,GRAB&GO FOOD,TAKE AWAY,10.0,2342.34,687.07,1655.27,1,165.53,70.67,400.5,156.68,0.02,1.06,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MEDITERRANEAN CARAMEL TEA MEDIUM,BEVERAGES,LARGE,TAKE AWAY,15.0,2186.18,555.57,1630.61,1,108.71,74.59,400.5,156.68,0.04,0.69,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PISTACHIO YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,9.0,4510.0,2927.03,1582.97,1,175.89,35.1,400.5,156.68,0.02,1.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
VELVET KISS COOKIE,FOOD,HEALTHY SECTION,TAKE AWAY,6.0,2600.0,1074.0,1526.0,2,254.33,58.69,400.5,156.68,0.01,1.62,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
VARIEGATO WAFER PISTACHIO,FOOD,FROZEN YOGHURT,Toters,30.0,3411.41,1933.2,1478.21,1,49.27,43.33,400.5,156.68,0.07,0.31,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD MEDITERRANEAN CARAMEL TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,61.0,2540.06,1075.38,1464.68,13,24.01,57.66,400.5,156.68,0.15,0.15,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD HAZELNUT LARGE,BEVERAGES,MEDIUM,TAKE AWAY,71.0,2227.92,768.89,1459.03,1,20.55,65.49,400.5,156.68,0.18,0.13,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD BANANA SAUCE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,46.0,3039.67,1609.68,1429.99,13,31.09,47.04,400.5,156.68,0.11,0.2,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VARIEGATO WAFER PISTACHIO,FOOD,SPECULOSE LOTUS,TAKE AWAY,37.0,3777.78,2384.28,1393.5,1,37.66,36.89,400.5,156.68,0.09,0.24,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
NO WHIPPED CREAM,BEVERAGES,MEDIUM,TAKE AWAY,144.0,0.0,-1275.91,1275.91,2,8.86,,400.5,156.68,0.36,0.06,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
WAFER ROLL,FOOD,SPECULOSE LOTUS,TAKE AWAY,22.0,1427.02,156.33,1270.69,1,57.76,89.05,400.5,156.68,0.05,0.37,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
WHITE MOCHA MEDIUM,BEVERAGES,MEDIUM,TABLE,6.0,1666.66,398.17,1268.49,1,211.41,76.11,400.5,156.68,0.01,1.35,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL CREAM FRAPPE LARGE,BEVERAGES,SMALL,TABLE,6.0,1801.8,539.95,1261.85,1,210.31,70.03,400.5,156.68,0.01,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MATCHA CREAM FRAPP MEDIUM,BEVERAGES,LATTE SMALL,TABLE,6.0,1669.67,411.3,1258.37,1,209.73,75.37,400.5,156.68,0.01,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ORIGINAL YOGHURT X-LARGE,FOOD,MEDIUM,TAKE AWAY,4.0,1891.89,652.38,1239.51,2,309.88,65.52,400.5,156.68,0.01,1.98,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD SOUTHERN MINT HERBAL TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,63.0,2339.78,1134.43,1205.35,16,19.13,51.52,400.5,156.68,0.16,0.12,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED SPANISH LATTE MEDIUM,BEVERAGES,LATTE SMALL,TABLE,5.0,1471.47,278.66,1192.81,1,238.56,81.06,400.5,156.68,0.01,1.52,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
PASTA PESTO SALAD,FOOD,CREAM,TAKE AWAY,4.0,1921.92,733.29,1188.63,1,297.16,61.85,400.5,156.68,0.01,1.9,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BROWN PESTO HALLOUMI SUB+DRINK,FOOD,OFFER,TAKE AWAY,4.0,1681.69,530.4,1151.29,1,287.82,68.46,400.5,156.68,0.01,1.84,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT COMBO MEDIUM,FOOD,SMALL,Toters,3.5,1500.0,350.77,1149.23,1,328.35,76.62,400.5,156.68,0.01,2.1,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BULGARI MIX WRAP,FOOD,WRAP,TAKE AWAY,3.0,1600.0,451.58,1148.42,1,382.81,71.78,400.5,156.68,0.01,2.44,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
STEAMED MILK SMALL,BEVERAGES,LARGE,TAKE AWAY,11.0,1453.46,322.7,1130.76,1,102.8,77.8,400.5,156.68,0.03,0.66,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SIGNATURE HOT CHOCOLATE MEDIUM,BEVERAGES,MEDIUM,TABLE,6.0,1639.64,509.25,1130.39,1,188.4,68.94,400.5,156.68,0.01,1.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
YIRGACHEFFE BEANS 250G,BEVERAGES,LARGE,TAKE AWAY,3.5,2102.11,1044.17,1057.94,1,302.27,50.33,400.5,156.68,0.01,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LABNEH SUB+DRINK,FOOD,OFFER,TAKE AWAY,4.0,1321.32,309.27,1012.05,3,253.01,76.59,400.5,156.68,0.01,1.61,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SPANISH LATTE MEDIUM,BEVERAGES,MEDIUM,TABLE,4.0,1297.29,286.28,1011.01,1,252.75,77.93,400.5,156.68,0.01,1.61,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MOCHA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,62.0,1921.33,919.97,1001.36,1,16.15,52.12,400.5,156.68,0.15,0.1,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD LEMONGRASS&ORANGE TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,43.0,1755.57,758.06,997.51,15,23.2,56.82,400.5,156.68,0.11,0.15,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VARIEGATO WAFER,FOOD,YOUGHURT,TABLE,24.0,2162.16,1192.14,970.02,1,40.42,44.86,400.5,156.68,0.06,0.26,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
OATS,FOOD,SMALL,Toters,14.0,990.93,32.16,958.77,1,68.48,96.75,400.5,156.68,0.03,0.44,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED RASPBERRY TEA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,4.0,1066.66,109.38,957.28,2,239.32,89.75,400.5,156.68,0.01,1.53,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CRUMBLE LEMON,FOOD,MEDIUM,TAKE AWAY,14.0,1425.23,484.01,941.22,1,67.23,66.04,400.5,156.68,0.03,0.43,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
TOFFEENUT CREAM FRAP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,4.0,1234.23,298.96,935.27,2,233.82,75.78,400.5,156.68,0.01,1.49,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POPS MANGO,FOOD,HEALTHY SECTION,TAKE AWAY,8.0,1866.67,954.67,912.0,1,114.0,48.86,400.5,156.68,0.02,0.73,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED WHITE MOCHA MEDIUM,BEVERAGES,LATTE SMALL,TABLE,4.0,1057.06,177.69,879.37,1,219.84,83.19,400.5,156.68,0.01,1.4,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BLUEBERRY YOGHURT X-LARGE,FOOD,MEDIUM,TAKE AWAY,2.5,1178.83,343.65,835.18,2,334.07,70.85,400.5,156.68,0.01,2.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD BOMBAY CHAI TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,47.0,1851.08,1019.76,831.32,14,17.69,44.91,400.5,156.68,0.12,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MAK BAR PRO COOKIES,FOOD,GRAB&GO FOOD,TAKE AWAY,4.0,1129.13,334.95,794.18,1,198.54,70.34,400.5,156.68,0.01,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MATCHA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,53.0,3253.45,2466.62,786.83,16,14.85,24.18,400.5,156.68,0.13,0.09,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
FLAT CROISSANT MATCHA- HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,4.0,1357.65,620.53,737.12,1,184.28,54.29,400.5,156.68,0.01,1.18,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TABLE,2.5,1141.9,405.05,736.85,4,294.74,64.53,400.5,156.68,0.01,1.88,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MOZZARELLA CHEESE,FOOD,PIZZA,TAKE AWAY,15.0,986.79,253.51,733.28,1,48.89,74.31,400.5,156.68,0.04,0.31,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED LEMON TEA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,3.0,840.54,108.13,732.41,1,244.14,87.14,400.5,156.68,0.01,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MOCHA SMALL,BEVERAGES,MEDIUM,TAKE AWAY,47.0,1177.48,464.93,712.55,1,15.16,60.51,400.5,156.68,0.12,0.1,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
OREO CREAM YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,3.0,930.0,228.31,701.69,2,233.9,75.45,400.5,156.68,0.01,1.49,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MEXICAN FEISTA SALAD,FOOD,CREAM,TAKE AWAY,3.0,1441.44,795.92,645.52,1,215.17,44.78,400.5,156.68,0.01,1.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,1.5,880.0,243.03,636.97,1,424.65,72.38,400.5,156.68,0.0,2.71,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
HAZELNUT FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,3.0,840.54,210.94,629.6,1,209.87,74.9,400.5,156.68,0.01,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED DOUBLE SHOT TOFFEE NUT LARGE,BEVERAGES,MEDIUM,TAKE AWAY,3.0,900.0,271.74,628.26,2,209.42,69.81,400.5,156.68,0.01,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT X-LARGE,FOOD,MEDIUM,TAKE AWAY,2.0,917.12,289.74,627.38,2,313.69,68.41,400.5,156.68,0.0,2.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED LEMON TEA SMALL,BEVERAGES,MEDIUM,TAKE AWAY,4.0,700.01,81.06,618.95,2,154.74,88.42,400.5,156.68,0.01,0.99,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MAK BAR PRO VANILLE,FOOD,CREAM,TAKE AWAY,3.0,846.85,251.21,595.64,1,198.55,70.34,400.5,156.68,0.01,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT MEDIUM,FOOD,SMALL,Toters,2.0,733.34,179.01,554.33,1,277.17,75.59,400.5,156.68,0.0,1.77,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,MEDIUM,TAKE AWAY,3.0,690.21,141.7,548.51,2,182.84,79.47,400.5,156.68,0.01,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MATCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,27.0,1260.77,753.92,506.85,15,18.77,40.2,400.5,156.68,0.07,0.12,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
LOTUS YOGHURT X-LARGE,FOOD,MEDIUM,TAKE AWAY,2.0,917.12,411.17,505.95,1,252.97,55.17,400.5,156.68,0.0,1.61,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
HOUSE BLEND BEANS 250G,BEVERAGES,LARGE,TAKE AWAY,2.0,960.96,492.25,468.71,1,234.35,48.78,400.5,156.68,0.0,1.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POPS STRAWBERRY,FOOD,HEALTHY SECTION,TAKE AWAY,4.0,933.33,477.33,456.0,1,114.0,48.86,400.5,156.68,0.01,0.73,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PISTACHIO YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,3.0,1170.0,734.58,435.42,1,145.14,37.22,400.5,156.68,0.01,0.93,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SALTED CARAMEL LATTE,BEVERAGES,HOT BAR SECTION,TABLE,2.0,582.59,149.82,432.77,1,216.38,74.28,400.5,156.68,0.0,1.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
HOT DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,LARGE,TAKE AWAY,2.0,528.52,120.05,408.47,1,204.24,77.29,400.5,156.68,0.0,1.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
NO WHIPPED CREAM,BEVERAGES,SMALL,TABLE,46.0,0.0,-407.58,407.58,2,8.86,,400.5,156.68,0.11,0.06,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
BROWN TURKEY & CHEESE SUB+DRINK,FOOD,OFFER,TAKE AWAY,1.0,510.51,118.46,392.05,1,392.05,76.8,400.5,156.68,0.0,2.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
STRAWBERRY CREAM FRAPP MEDIUM,BEVERAGES,LATTE SMALL,TABLE,2.0,528.53,142.85,385.68,1,192.84,72.97,400.5,156.68,0.0,1.23,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
PEPPERONI WRAP,FOOD,WRAP,TAKE AWAY,1.0,533.33,150.4,382.93,1,382.93,71.8,400.5,156.68,0.0,2.44,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
NUTELLA,FOOD,SMALL,Toters,5.0,495.5,116.94,378.56,1,75.71,76.4,400.5,156.68,0.01,0.48,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VARIEGATO WAFER PISTACHIO,FOOD,MEDIUM,TAKE AWAY,9.0,930.93,579.96,350.97,1,39.0,37.7,400.5,156.68,0.02,0.25,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
CHOCOLATE YOGHURT X-LARGE,FOOD,MEDIUM,TAKE AWAY,1.0,466.66,122.1,344.56,1,344.56,73.84,400.5,156.68,0.0,2.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD RASPBERRY SAUCE SMALL,BEVERAGES,MEDIUM,TAKE AWAY,19.0,633.33,299.49,333.84,1,17.57,52.71,400.5,156.68,0.05,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
REPLACE COCONUT LARGE,BEVERAGES,LATTE SMALL,TABLE,3.0,495.49,173.26,322.23,1,107.41,65.03,400.5,156.68,0.01,0.69,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
REPLACE ALMOND SMALL,BEVERAGES,LATTE SMALL,TABLE,5.0,477.48,155.38,322.1,1,64.42,67.46,400.5,156.68,0.01,0.41,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
POMEGRANATE YOGHURT X-LARGE,FOOD,YOGHURT COMBO SMALL,TAKE AWAY,1.0,450.45,144.87,305.58,1,305.58,67.84,400.5,156.68,0.0,1.95,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS YOGHURT X-LARGE,FOOD,SMALL,Toters,1.0,495.5,205.59,289.91,1,289.91,58.51,400.5,156.68,0.0,1.85,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD PEPPERONI,FOOD,PIZZA,TAKE AWAY,7.0,466.67,182.55,284.12,1,40.59,60.88,400.5,156.68,0.02,0.26,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED WHITE MOCHA LARGE,BEVERAGES,LATTE SMALL,TABLE,1.0,324.33,51.82,272.51,1,272.51,84.02,400.5,156.68,0.0,1.74,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TUNA PASTA SALAD (GRAB&GO),FOOD,BITES,Toters,1.0,462.46,190.28,272.18,1,272.18,58.85,400.5,156.68,0.0,1.74,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
COFFEE CAKE,FOOD,HEALTHY SECTION,TAKE AWAY,1.0,500.0,228.52,271.48,1,271.48,54.3,400.5,156.68,0.0,1.73,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BROWN LABNEH SUB+DRINK,FOOD,OFFER,TAKE AWAY,1.0,360.36,95.45,264.91,1,264.91,73.51,400.5,156.68,0.0,1.69,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD RASPBERRY SAUCE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,15.0,500.0,236.44,263.56,1,17.57,52.71,400.5,156.68,0.04,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
STEAMED MILK MEDIUM,BEVERAGES,LARGE,TAKE AWAY,2.0,336.34,73.39,262.95,1,131.47,78.18,400.5,156.68,0.0,0.84,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
POMEGRANATE YOGHURT SMALL,FOOD,SMALL,Toters,1.0,330.0,68.07,261.93,1,261.93,79.37,400.5,156.68,0.0,1.67,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MOCHA FRAPP LARGE,BEVERAGES,LATTE SMALL,TABLE,1.0,330.33,75.31,255.02,1,255.02,77.2,400.5,156.68,0.0,1.63,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD BANANA SAUCE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,20.0,600.6,349.93,250.67,1,12.53,41.74,400.5,156.68,0.05,0.08,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
WHITE MOCHA LARGE,BEVERAGES,MEDIUM,TABLE,1.0,324.32,84.14,240.18,1,240.18,74.06,400.5,156.68,0.0,1.53,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MATCHA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,14.0,756.76,521.25,235.51,1,16.82,31.12,400.5,156.68,0.03,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
HOT DOUBLE SHOT,BEVERAGES,HOT BAR SECTION,TAKE AWAY,1.0,324.32,94.16,230.16,1,230.16,70.97,400.5,156.68,0.0,1.47,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TIRAMISU CUP,FOOD,BITES,Toters,1.0,375.37,164.08,211.29,1,211.29,56.29,400.5,156.68,0.0,1.35,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SWEET GINGER PEACH BLACK TEA MEDIUM,BEVERAGES,MEDIUM,TABLE,4.0,336.33,148.15,188.18,1,47.05,55.95,400.5,156.68,0.01,0.3,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VANILLA CREAM FRAPP MEDIUM,BEVERAGES,LATTE SMALL,TABLE,1.0,240.24,58.51,181.73,1,181.73,75.65,400.5,156.68,0.0,1.16,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SIGNATURE ICED CHOCOLATE MEDIUM,BEVERAGES,LATTE SMALL,TABLE,1.0,264.27,87.32,176.95,1,176.95,66.96,400.5,156.68,0.0,1.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE COCONUT MEDIUM,BEVERAGES,LATTE SMALL,TABLE,2.0,264.26,89.84,174.42,1,87.21,66.0,400.5,156.68,0.0,0.56,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD TOFFEE NUT MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,10.0,333.33,159.62,173.71,1,17.37,52.11,400.5,156.68,0.02,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD MATCHA SMALL,BEVERAGES,MEDIUM,TAKE AWAY,10.0,450.45,279.24,171.21,1,17.12,38.01,400.5,156.68,0.02,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MAK BAR WHITE ALMOND CRUNCH,FOOD,CREAM,TAKE AWAY,1.0,234.24,68.71,165.53,1,165.53,70.67,400.5,156.68,0.0,1.06,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT X-LARGE,FOOD,MEDIUM,TAKE AWAY,0.5,233.33,81.01,152.32,1,304.64,65.28,400.5,156.68,0.0,1.94,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MOCHA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,12.0,386.79,237.41,149.38,1,12.45,38.62,400.5,156.68,0.03,0.08,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD MATCHA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,11.0,660.66,511.94,148.72,1,13.52,22.51,400.5,156.68,0.03,0.09,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SOUTHERN MINT HERBAL TEA MEDIUM,BEVERAGES,LARGE,TAKE AWAY,1.0,168.17,37.42,130.75,1,130.75,77.75,400.5,156.68,0.0,0.83,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PISTACHIO YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,4.5,2466.66,2349.12,117.54,4,26.12,4.77,400.5,156.68,0.01,0.17,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
OREO CREAM YOGHURT MEDIUM,FOOD,MEDIUM,TAKE AWAY,0.5,165.17,50.11,115.06,1,230.12,69.66,400.5,156.68,0.0,1.47,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
QUELLA PISTACCIO,FOOD,YOGHURT COMBO SMALL,TAKE AWAY,3.0,330.33,220.55,109.78,1,36.59,33.23,400.5,156.68,0.01,0.23,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
REPLACE SUGAR FREE ALMOND LARGE,BEVERAGES,LATTE SMALL,TABLE,1.0,165.17,55.49,109.68,1,109.68,66.4,400.5,156.68,0.0,0.7,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
REPLACE ALMOND LARGE,BEVERAGES,LATTE SMALL,TABLE,1.0,165.17,55.94,109.23,1,109.23,66.13,400.5,156.68,0.0,0.7,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SPECIALITY COFFEE ST,FOOD,GRAB&GO FOOD,Toters,1.0,162.16,53.7,108.46,1,108.46,66.88,400.5,156.68,0.0,0.69,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD MUSHROOM,FOOD,PIZZA,TAKE AWAY,2.0,126.73,19.23,107.5,1,53.75,84.83,400.5,156.68,0.0,0.34,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
