branch,product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,branch_qty_benchmark_median,branch_ppu_benchmark_median,branch_popularity_index,branch_margin_index,branch_quadrant,branch_recommended_action,branch_profit_contribution_pct
Stories sin el fil,ICED MOCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,44.0,9129.13,1431.24,7697.89,1,174.95,84.32,66.5,151.38,0.66,1.16,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.11
Stories sin el fil,MACARONS,FOOD,FRENCH PASTRY,TAKE AWAY,62.0,16756.76,9091.11,7665.65,1,123.64,45.75,66.5,151.38,0.93,0.82,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.11
Stories sin el fil,CAPPUCCINO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,38.0,10042.04,2534.31,7507.73,1,197.57,74.76,66.5,151.38,0.57,1.31,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.1
Stories sin el fil,HONEY,FOOD,FROZEN YOGHURT,TAKE AWAY,116.0,8360.36,1042.27,7318.09,1,63.09,87.53,66.5,151.38,1.74,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories sin el fil,REPLACE 1 SHOT YIRGACHEFFE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,121.0,7267.27,227.42,7039.85,1,58.18,96.87,66.5,151.38,1.82,0.38,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories sin el fil,FREEKEH WITH CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,23.0,14504.5,7589.0,6915.5,1,300.67,47.68,66.5,151.38,0.35,1.99,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.1
Stories sin el fil,PISTACHIO CRUNCH,FOOD,FROZEN YOGHURT,TAKE AWAY,260.0,26546.55,19646.21,6900.34,1,26.54,25.99,66.5,151.38,3.91,0.18,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories sin el fil,HOT DOUBLE SHOT SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,76.0,10954.95,4101.33,6853.62,1,90.18,62.56,66.5,151.38,1.14,0.6,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories sin el fil,ADD CARAMEL SF MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,337.0,10120.12,3317.76,6802.36,1,20.19,67.22,66.5,151.38,5.07,0.13,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09
Stories sin el fil,ADD CHICKEN,FOOD,SUBS,TAKE AWAY,124.0,17813.81,11070.19,6743.62,1,54.38,37.86,66.5,151.38,1.86,0.36,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09
Stories sin el fil,SIGNATURE ICED CHOCOLATE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,38.0,10042.04,3317.99,6724.05,1,176.95,66.96,66.5,151.38,0.57,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.09
Stories sin el fil,MATCHA LATTE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,83.0,11891.89,5209.45,6682.44,1,80.51,56.19,66.5,151.38,1.25,0.53,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09
Stories sin el fil,ESPRESSO FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,48.0,8648.65,2198.13,6450.52,1,134.39,74.58,66.5,151.38,0.72,0.89,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.09
Stories sin el fil,LASAGNA,FOOD,PLAT DE JOUR,TAKE AWAY,34.0,21441.44,15215.0,6226.44,1,183.13,29.04,66.5,151.38,0.51,1.21,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.09
Stories sin el fil,CHOCOLATE YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,16.0,8168.17,1953.67,6214.5,1,388.41,76.08,66.5,151.38,0.24,2.57,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.09
Stories sin el fil,ECLAIR COFFEE,FOOD,FRENCH PASTRY,TAKE AWAY,44.0,11891.89,5775.73,6116.16,1,139.0,51.43,66.5,151.38,0.66,0.92,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.09
Stories sin el fil,COFFEE FRAPPE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,46.0,8288.29,2199.17,6089.12,1,132.37,73.47,66.5,151.38,0.69,0.87,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.08
Stories sin el fil,POMEGRANATE JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,83.0,13957.96,7975.97,5981.99,1,72.07,42.86,66.5,151.38,1.25,0.48,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.08
Stories sin el fil,ADD WHITE MOCHA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,237.0,7117.12,1527.23,5589.89,1,23.59,78.54,66.5,151.38,3.56,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.08
Stories sin el fil,TOFFEE NUT LATTE LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,24.0,7927.93,2454.81,5473.12,1,228.05,69.04,66.5,151.38,0.36,1.51,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.08
Stories sin el fil,SINGLE ESPRESSO MACC,BEVERAGES,HOT BAR SECTION,TAKE AWAY,41.0,6156.16,758.84,5397.32,1,131.64,87.67,66.5,151.38,0.62,0.87,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.08
Stories sin el fil,RED VELVET MUFFIN_,FOOD,COFFEE PASTRY,TAKE AWAY,33.0,6540.54,1290.01,5250.53,1,159.11,80.28,66.5,151.38,0.5,1.05,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.07
Stories sin el fil,ICED CARAMEL MACCHIATO LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,22.0,6474.48,1283.51,5190.97,1,235.95,80.18,66.5,151.38,0.33,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.07
Stories sin el fil,ADD VANILLA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,221.0,6306.31,1151.19,5155.12,1,23.33,81.75,66.5,151.38,3.32,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.07
Stories sin el fil,CHOCOLATE CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,24.0,6816.81,1707.2,5109.61,1,212.9,74.96,66.5,151.38,0.36,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.07
Stories sin el fil,STRAWBERRY,FOOD,FROZEN YOGHURT,TAKE AWAY,88.5,6378.38,1284.37,5094.01,1,57.56,79.86,66.5,151.38,1.33,0.38,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.07
Stories sin el fil,ORIGINAL YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,22.0,6606.61,1685.38,4921.23,1,223.69,74.49,66.5,151.38,0.33,1.48,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.07
Stories sin el fil,STRAWBERRY CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,23.0,6606.61,1695.66,4910.95,1,213.52,74.33,66.5,151.38,0.35,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.07
Stories sin el fil,ORIENTAL RICE,FOOD,PLAT DE JOUR,TAKE AWAY,35.0,22072.07,17313.33,4758.74,1,135.96,21.56,66.5,151.38,0.53,0.9,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.07
Stories sin el fil,SALTED CARAMEL FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,27.0,7297.3,2598.25,4699.05,1,174.04,64.39,66.5,151.38,0.41,1.15,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.07
Stories sin el fil,REPLACE SUGAR FREE OAT SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,73.0,6576.58,2041.72,4534.86,1,62.12,68.95,66.5,151.38,1.1,0.41,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.06
Stories sin el fil,BLUEBERRIES,FOOD,FROZEN YOGHURT,TAKE AWAY,105.0,7567.57,3132.5,4435.07,1,42.24,58.61,66.5,151.38,1.58,0.28,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.06
Stories sin el fil,VANILLA FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,23.0,5945.95,1517.56,4428.39,1,192.54,74.48,66.5,151.38,0.35,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.06
Stories sin el fil,APPLE JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,42.0,7063.06,2749.54,4313.52,1,102.7,61.07,66.5,151.38,0.63,0.68,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.06
Stories sin el fil,TOFFEENUT FRAP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,22.0,5945.95,1648.28,4297.67,1,195.35,72.28,66.5,151.38,0.33,1.29,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.06
Stories sin el fil,CHOCOLATE CHIPS,FOOD,FROZEN YOGHURT,TAKE AWAY,67.0,4828.83,597.65,4231.18,1,63.15,87.62,66.5,151.38,1.01,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.06
Stories sin el fil,CHRISTMAS ORIGINAL ECLAIR,FOOD,FRENCH PASTRY,TAKE AWAY,35.0,10900.9,6682.67,4218.23,1,120.52,38.7,66.5,151.38,0.53,0.8,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.06
Stories sin el fil,REPLACE 3 SHOT YIRGACHEFFE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,77.0,4624.62,434.16,4190.46,1,54.42,90.61,66.5,151.38,1.16,0.36,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.06
Stories sin el fil,ICED PEACH TEA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,20.0,5405.4,1225.14,4180.26,1,209.01,77.33,66.5,151.38,0.3,1.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.06
Stories sin el fil,CHOCOLATE YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,17.0,5105.11,975.71,4129.4,1,242.91,80.89,66.5,151.38,0.26,1.6,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.06
Stories sin el fil,ICED SALTED CARAMEL LATTE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,20.0,5285.29,1236.58,4048.71,1,202.44,76.6,66.5,151.38,0.3,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.06
Stories sin el fil,CHICKEN STROGANOFF,FOOD,PLAT DE JOUR,TAKE AWAY,21.0,13243.25,9257.49,3985.76,1,189.8,30.1,66.5,151.38,0.32,1.25,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.06
Stories sin el fil,FREEZE DROPS STRAWBERRY,FOOD,GRAB&GO FOOD,TAKE AWAY,64.0,12684.68,8706.56,3978.12,1,62.16,31.36,66.5,151.38,0.96,0.41,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.06
Stories sin el fil,REPLACE SUGAR FREE ALMOND MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,47.0,5645.65,1738.69,3906.96,1,83.13,69.2,66.5,151.38,0.71,0.55,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.05
Stories sin el fil,ADD CARAMEL SF SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,169.0,4984.98,1109.2,3875.78,1,22.93,77.75,66.5,151.38,2.54,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.05
Stories sin el fil,SIGNATURE HOT CHOCOLATE LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,20.0,5885.89,2029.88,3856.01,1,192.8,65.51,66.5,151.38,0.3,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,CARAMEL MACCHIATO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,18.0,5297.3,1466.26,3831.04,1,212.84,72.32,66.5,151.38,0.27,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,MAWARDI JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,37.0,6222.22,2422.22,3800.0,1,102.7,61.07,66.5,151.38,0.56,0.68,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.05
Stories sin el fil,SPAGHETTI BOLOGNESE,FOOD,PLAT DE JOUR,TAKE AWAY,10.0,6306.3,2513.33,3792.97,1,379.3,60.15,66.5,151.38,0.15,2.51,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,VANILLA CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,24.0,4834.83,1048.44,3786.39,1,157.77,78.31,66.5,151.38,0.36,1.04,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,ADD CARAMEL SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,329.0,5495.5,1713.76,3781.74,1,11.49,68.82,66.5,151.38,4.95,0.08,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.05
Stories sin el fil,WHITE MOCHA CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,19.0,4684.68,1085.68,3599.0,1,189.42,76.82,66.5,151.38,0.29,1.25,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,MOCHA FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,17.0,4834.84,1280.21,3554.63,1,209.1,73.52,66.5,151.38,0.26,1.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,MANGO YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,15.0,4504.5,975.7,3528.8,1,235.25,78.34,66.5,151.38,0.23,1.55,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,DOUBLE ESPRESSO MAC,BEVERAGES,HOT BAR SECTION,TAKE AWAY,23.0,4144.15,637.09,3507.06,1,152.48,84.63,66.5,151.38,0.35,1.01,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,MANGO,FOOD,FROZEN YOGHURT,TAKE AWAY,56.5,4072.08,693.85,3378.23,1,59.79,82.96,66.5,151.38,0.85,0.39,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.05
Stories sin el fil,WHITE MOCHA FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,21.0,4414.42,1094.19,3320.23,1,158.11,75.21,66.5,151.38,0.32,1.04,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.05
Stories sin el fil,ROASTED CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,46.0,29009.01,25808.12,3200.89,1,69.58,11.03,66.5,151.38,0.69,0.46,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.04
Stories sin el fil,MAK BAR PRO COOKIES CREAM,FOOD,GRAB&GO FOOD,TAKE AWAY,16.0,4516.52,1339.79,3176.73,1,198.55,70.34,66.5,151.38,0.24,1.31,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,MATCHA CUP,FOOD,GRAB&GO FOOD,TAKE AWAY,23.0,4834.83,1742.86,3091.97,1,134.43,63.95,66.5,151.38,0.35,0.89,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.04
Stories sin el fil,ICED CLASSIC CHOC MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,14.0,3699.7,637.27,3062.43,1,218.74,82.78,66.5,151.38,0.21,1.44,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,ICED SALTED CARAMEL LATTE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,13.0,3903.91,957.21,2946.7,1,226.67,75.48,66.5,151.38,0.2,1.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,REPLACE ALMOND LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,31.0,4654.65,1734.06,2920.59,1,94.21,62.75,66.5,151.38,0.47,0.62,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.04
Stories sin el fil,ICED PEACH TEA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,185.0,9459.45,6553.52,2905.93,1,15.71,30.72,66.5,151.38,2.78,0.1,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.04
Stories sin el fil,POTATO SOUFFLE,FOOD,PLAT DE JOUR,TAKE AWAY,10.0,6306.31,3512.03,2794.28,1,279.43,44.31,66.5,151.38,0.15,1.85,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,MOCHA LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,14.0,4120.12,1334.72,2785.4,1,198.96,67.6,66.5,151.38,0.21,1.31,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,SALTED CARAMEL LATTE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,26.0,4108.1,1348.35,2759.75,1,106.14,67.18,66.5,151.38,0.39,0.7,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.04
Stories sin el fil,CHOCOLATE CRUNCH,FOOD,FROZEN YOGHURT,TAKE AWAY,50.0,5105.11,2375.82,2729.29,1,54.59,53.46,66.5,151.38,0.75,0.36,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.04
Stories sin el fil,SALTED CARAMEL LATTE LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,12.0,3891.89,1168.5,2723.39,1,226.95,69.98,66.5,151.38,0.18,1.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,DOUBLE SHOT SHAKEN LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,14.0,3699.7,1025.26,2674.44,1,191.03,72.29,66.5,151.38,0.21,1.26,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,MAK BAR WHITE ALMOND CRUNCH,FOOD,GRAB&GO FOOD,TAKE AWAY,16.0,3747.74,1099.31,2648.43,1,165.53,70.67,66.5,151.38,0.24,1.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,CLASSIC HOT CHOC LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,12.0,3531.53,989.65,2541.88,1,211.82,71.98,66.5,151.38,0.18,1.4,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.04
Stories sin el fil,KIBBEB B LABAN,FOOD,PLAT DE JOUR,TAKE AWAY,15.0,9459.46,7025.0,2434.46,1,162.3,25.74,66.5,151.38,0.23,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,TOFFEENUT CREAM FRAP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,12.0,3243.25,809.42,2433.83,1,202.82,75.04,66.5,151.38,0.18,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,BEETROOT CUP,FOOD,GRAB&GO FOOD,TAKE AWAY,18.0,3783.78,1363.98,2419.8,1,134.43,63.95,66.5,151.38,0.27,0.89,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,SHISH BARAK,FOOD,PLAT DE JOUR,TAKE AWAY,21.0,13243.24,10876.04,2367.2,1,112.72,17.87,66.5,151.38,0.32,0.74,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,BLUEBERRY YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,10.0,3003.01,645.93,2357.08,1,235.71,78.49,66.5,151.38,0.15,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,SALTED CARAMEL FRAPPE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,15.0,3363.37,1072.28,2291.09,1,152.74,68.12,66.5,151.38,0.23,1.01,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,MATCHA CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,11.0,3093.1,830.55,2262.55,1,205.69,73.15,66.5,151.38,0.17,1.36,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,PINEAPPLE,FOOD,FROZEN YOGHURT,TAKE AWAY,48.0,3111.11,879.54,2231.57,1,46.49,71.73,66.5,151.38,0.72,0.31,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,ADD HALLOUM CHEESE,FOOD,SUBS,TAKE AWAY,66.0,5945.95,3717.41,2228.54,1,33.77,37.48,66.5,151.38,0.99,0.22,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,ADD VANILLA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,120.0,3603.6,1375.17,2228.43,1,18.57,61.84,66.5,151.38,1.8,0.12,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.03
Stories sin el fil,CHRISTMAS PISTACHIO ECLAIR,FOOD,FRENCH PASTRY,TAKE AWAY,13.0,4684.68,2482.13,2202.55,1,169.43,47.02,66.5,151.38,0.2,1.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,ADD WHITE MOCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,413.0,3963.97,1774.25,2189.72,1,5.3,55.24,66.5,151.38,6.21,0.04,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.03
Stories sin el fil,YIRGACHEFFE BEANS 250G,BEVERAGES,HOT BAR SECTION,TAKE AWAY,7.0,4204.2,2088.33,2115.87,1,302.27,50.33,66.5,151.38,0.11,2.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,ICED MOCHA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,9.0,2648.65,567.08,2081.57,1,231.29,78.59,66.5,151.38,0.14,1.53,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,OREO,FOOD,FROZEN YOGHURT,TAKE AWAY,40.0,2402.4,328.46,2073.94,1,51.85,86.33,66.5,151.38,0.6,0.34,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,B.B.Q CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,11.0,6936.94,4986.67,1950.27,1,177.3,28.11,66.5,151.38,0.17,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,CARAMEL CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,8.0,2402.4,513.34,1889.06,1,236.13,78.63,66.5,151.38,0.12,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,VANILLA FRAP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,12.0,2522.52,636.2,1886.32,1,157.19,74.78,66.5,151.38,0.18,1.04,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,REPLACE COCONUT LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,28.0,3483.48,1617.12,1866.36,1,66.66,53.58,66.5,151.38,0.42,0.44,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,MATCHA CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,13.0,2522.52,674.25,1848.27,1,142.17,73.27,66.5,151.38,0.2,0.94,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.03
Stories sin el fil,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,9.0,2648.65,833.45,1815.2,1,201.69,68.53,66.5,151.38,0.14,1.33,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.03
Stories sin el fil,ESPRESSO FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,10.0,2402.4,693.29,1709.11,1,170.91,71.14,66.5,151.38,0.15,1.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,ICED CLASSIC CHOC SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,9.0,2054.06,348.5,1705.56,1,189.51,83.03,66.5,151.38,0.14,1.25,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,ADD VANILLA SF LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,109.0,3273.28,1573.89,1699.39,1,15.59,51.92,66.5,151.38,1.64,0.1,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02
Stories sin el fil,ADD TUNA,FOOD,SUBS,TAKE AWAY,18.0,2558.56,860.14,1698.42,1,94.36,66.38,66.5,151.38,0.27,0.62,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.02
Stories sin el fil,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,10.0,2402.4,705.01,1697.39,1,169.74,70.65,66.5,151.38,0.15,1.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,ADD WHIPPED CREAM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,80.0,2402.4,708.84,1693.56,1,21.17,70.49,66.5,151.38,1.2,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02
Stories sin el fil,CHOCOLATE YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,6.5,2147.15,489.28,1657.87,1,255.06,77.21,66.5,151.38,0.1,1.68,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,HOT DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,8.0,2114.12,480.22,1633.9,1,204.24,77.29,66.5,151.38,0.12,1.35,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,COFFEE FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,9.0,2162.16,544.21,1617.95,1,179.77,74.83,66.5,151.38,0.14,1.19,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,BROWN VEGGIE SUB,FOOD,SANDWICHES,TAKE AWAY,7.0,2162.16,548.0,1614.16,1,230.59,74.65,66.5,151.38,0.11,1.52,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,MAK BAR PRO VANILLE,FOOD,GRAB&GO FOOD,TAKE AWAY,8.0,2258.25,669.89,1588.36,1,198.54,70.34,66.5,151.38,0.12,1.31,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,HAZELNUT FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,9.0,2162.16,612.11,1550.05,1,172.23,71.69,66.5,151.38,0.14,1.14,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
Stories sin el fil,SALTED CARAMEL CREAM FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,8.0,2162.16,628.08,1534.08,1,191.76,70.95,66.5,151.38,0.12,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02
